index,amenity college,amenity school,amenity university,building school,building university,craft,amenity kindergarten,building retail,amenity marketplace,shop bakery,shop beverages,shop butcher,shop convenience,shop greengrocer,shop department_store,shop mall,shop supermarket,shop clothes,shop shoes,shop garden_centre,shop doityourself,shop hardware,amenity clinic,amenity doctors,amenity pharmacy,amenity post_office,building hospital,amenity bar,amenity biergarten,amenity cafe,amenity pub,amenity arts_centre,amenity cinema,amenity community_centre,amenity events_venue,amenity nightclub,amenity theatre,amenity public_bath,leisure beach_resort,leisure marina,leisure nature_reserve,leisure park,leisure sports_centre,leisure stadium,leisure swimming_pool,leisure water_park,tourism aquarium,tourism attraction,tourism camp_site,tourism caravan_site,tourism hostel,tourism hotel,tourism theme_park,tourism zoo,water lake
145220260,0,1,0,1,0,4,2,10,0,2,1,0,0,0,0,0,2,1,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,4,0,0,1,0,0,0,1,0,0,0
145220290,0,1,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0
145220300,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,0,1,0,0,1,1,0,0,2,0,0,0
145220310,0,5,0,7,0,2,3,7,0,2,3,1,0,0,0,0,5,1,0,0,2,0,0,0,2,1,25,1,4,5,1,0,0,4,0,0,0,0,0,0,7,22,6,0,5,2,0,5,0,0,1,0,1,0,1
145220320,0,2,0,1,0,3,4,1,0,4,1,1,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,5,0,1,0,0,0,1,0
145220330,0,4,0,5,0,10,3,6,0,4,2,2,3,1,0,1,3,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,3,0,43,1,0,7,1,0,0,2,1,2,0
145220350,0,3,0,2,0,1,2,2,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,4,0,0,1,0,0,1,2,0,0,0
145220390,0,0,0,1,0,5,2,1,0,3,1,2,1,0,0,1,1,1,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,4,1,0,2,0,0,0,0,0,0,0
145220400,0,2,0,0,0,7,2,1,0,2,1,1,1,0,0,0,2,1,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,1,0,13,0,1,0,5,0,1,0
145220420,0,2,0,2,0,3,3,1,0,5,1,2,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,12,1,0,0,1,0,1,1,0,0,2,0,0,0
145220430,0,1,0,1,0,7,4,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0
145220440,0,1,0,2,0,32,3,7,0,7,3,6,2,1,0,1,4,3,2,0,3,0,0,5,2,3,0,1,0,4,0,1,0,6,1,0,1,0,0,0,1,15,4,0,5,1,0,11,1,1,0,3,1,0,0
145220460,0,8,0,7,0,22,5,11,1,6,5,3,0,0,0,0,5,2,2,1,0,0,0,6,3,3,0,0,5,3,2,1,1,1,5,0,1,0,0,0,0,15,3,1,25,0,0,2,0,0,0,4,1,1,0
145220470,0,2,0,0,0,8,0,3,0,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,2,3,0,2,0,0,2,1,0,0,4,0,0,0
145220480,0,1,0,0,0,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,4,1,0,9,1,1,0,0,0,0,0
145220500,0,0,0,2,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,4,1,0,1,1,0,0,0
145220510,0,3,0,3,0,9,1,5,0,7,2,2,1,0,0,0,4,2,0,0,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,8,1,4,1,0,1,0,0,0,1,0,0,1
145220540,0,4,0,1,0,19,2,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,0,2,0,0,1,0,0,0,1,0,2,0,2,0,0,6,0,0,1,0,0,0,0
145220570,0,5,0,0,0,4,1,0,0,3,0,3,0,0,0,1,4,4,0,0,1,0,0,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,8,5,0,11,1,0,0,0,1,0,2,0,0,0
145220580,0,2,0,2,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,1,11,0,0,1,0,2,0,1,0,0,0
145225102,0,8,0,9,0,3,6,11,0,14,0,7,1,1,0,0,6,4,1,1,2,0,0,7,5,1,0,0,0,2,1,1,0,1,0,0,1,0,0,0,2,5,4,0,31,1,0,3,0,0,0,3,0,0,3
145225113,0,3,0,1,0,10,3,1,0,3,2,2,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,1,0,1,1,1,0,0,0,0,1
145225119,9,14,2,7,18,11,10,9,0,17,6,8,2,1,0,0,10,8,2,1,6,0,2,16,5,2,28,2,0,4,3,0,1,3,1,1,0,0,0,1,0,5,10,0,5,2,0,3,4,0,2,3,0,1,0
145225123,0,1,0,0,0,3,2,0,0,3,1,2,0,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,2,0,0,10,0,0,0,0,0,1,1,0,0,2
145225126,0,9,0,6,0,19,4,7,0,10,2,3,2,1,0,1,5,6,1,0,2,2,0,10,2,1,1,0,2,5,2,0,0,2,0,3,0,0,0,0,1,6,6,1,73,0,0,13,0,3,0,1,0,0,2
145225129,0,1,0,2,0,10,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,3,1,1,0,0,0,4,0,0,0,2,1,0,0,0,0,0,1,7,1,0,1,0,0,8,0,0,2,2,0,0,1
145230010,0,2,0,1,0,1,3,3,0,3,3,1,0,0,0,0,6,1,1,0,0,0,0,3,2,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,4,2,1,0,2,1,0,5,0,0,0,3,1,0,0
145230020,1,10,0,11,0,6,5,0,2,19,3,8,0,1,0,1,9,9,2,0,2,0,0,2,6,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,2,64,6,4,17,4,0,2,1,0,1,4,0,0,3
145230030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,2,3,2,0,1,0,1,0,3,0,0,0
145230040,1,1,0,2,0,1,1,11,0,4,0,1,0,0,1,0,1,3,2,0,0,0,6,3,1,1,0,0,1,8,0,0,0,0,3,0,2,1,0,0,1,9,2,1,2,3,0,1,0,2,0,10,0,0,1
145230090,0,1,0,1,0,6,1,0,0,0,2,2,0,0,0,0,1,4,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
145230100,0,2,0,1,0,7,2,8,0,2,1,2,0,1,0,0,2,2,1,0,0,1,0,3,1,1,0,1,1,2,3,0,0,1,0,0,0,0,0,0,0,3,1,0,5,1,0,2,0,1,0,1,0,0,0
145230160,1,1,0,8,0,11,3,0,0,7,4,0,0,0,0,1,5,4,1,0,4,0,0,6,2,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,3,2,4,3,13,1,0,5,1,0,1,6,0,1,0
145230170,0,2,0,6,0,7,2,4,0,6,0,4,0,0,0,0,2,1,2,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,6,0,28,0,0,38,1,0,0,2,1,0,5
145230200,0,6,0,3,0,8,3,1,1,3,1,2,2,0,0,0,4,2,0,1,0,0,0,1,2,0,0,0,1,3,0,2,2,0,0,0,1,0,0,0,5,5,3,0,10,0,0,1,0,2,1,6,0,0,0
145230245,0,2,0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,4,0,0,0,3,0,0,0
145230280,0,1,0,2,0,3,2,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1
145230310,0,1,0,1,0,6,1,3,0,2,2,3,1,0,0,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,7,2,0,1,2,0,0,0,0,0,1,0,1,1
145230320,5,32,1,57,3,64,30,33,2,42,7,15,7,0,3,5,29,41,9,9,5,2,4,53,16,4,29,4,3,12,8,6,1,13,1,4,3,0,0,0,2,62,28,4,7,2,0,11,0,2,3,15,1,2,3
145230330,0,1,0,1,0,0,0,5,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,4,1,0,1,7,0,2,1,2,1,1,0,0,0
145230360,0,2,0,2,0,9,3,0,0,7,4,3,0,0,0,1,4,3,1,1,3,0,1,4,1,2,17,0,0,0,3,0,0,1,0,1,1,0,0,0,0,17,1,1,1,0,0,0,0,0,0,2,0,0,0
145230365,0,5,0,2,0,15,3,4,0,3,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,7,6,1,10,2,0,4,0,2,0,0,0,0,0
145230380,0,1,0,2,0,6,1,0,1,4,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
145230450,0,3,0,9,0,9,3,1,0,5,2,3,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,5,8,3,0,0,0,0,5,0,0,0,0,0,0,0
145235107,0,3,0,8,0,5,4,1,0,6,1,5,0,0,0,0,5,2,1,0,2,0,1,0,2,0,0,0,2,7,1,1,1,1,0,1,1,0,0,0,0,20,7,0,23,2,0,14,1,0,0,10,1,1,1
145235120,0,1,0,2,0,2,2,0,0,2,2,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7,3,0,21,1,0,2,0,0,2,0,0,0,1
145235122,0,10,0,6,0,5,7,9,0,12,1,5,1,1,0,1,9,4,1,0,3,0,0,16,3,1,0,1,1,4,5,0,0,1,0,1,0,0,0,0,7,13,8,1,5,2,0,4,1,1,1,4,0,0,0
145235125,1,12,0,14,0,8,6,7,1,16,4,7,8,1,1,2,11,2,3,1,2,1,0,4,4,5,1,2,7,5,5,2,0,2,2,1,1,0,0,0,0,33,14,1,40,2,0,7,1,0,2,6,0,0,0
145235131,0,1,0,2,0,6,2,1,1,6,1,2,0,0,0,0,2,2,1,0,0,0,0,3,1,1,0,1,0,5,2,1,0,0,0,0,0,0,0,0,3,18,6,0,1,1,0,1,0,2,1,4,0,0,0
145235134,0,4,0,10,0,4,7,2,0,8,3,4,0,0,0,0,4,3,1,1,2,0,0,4,2,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,3,7,1,53,2,0,1,0,0,1,3,0,0,0
145235402,0,5,0,1,0,7,2,0,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,1,13,2,0,1,0,0,0,0,0,0,0
145240020,0,1,0,0,0,7,2,0,0,3,0,3,0,0,0,0,1,3,0,1,1,0,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,4,1,0,94,0,0,1,2,0,1,2,0,0,3
145240060,0,1,0,2,0,3,2,1,0,4,2,2,0,0,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0
145240070,0,3,0,1,0,4,1,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0
145240080,0,12,1,12,2,13,7,21,1,12,6,8,3,0,1,0,10,11,4,1,5,0,0,15,6,3,14,0,2,5,1,0,1,7,0,2,1,0,0,0,1,20,13,0,44,1,0,2,0,0,0,7,0,1,0
145240090,0,3,0,3,0,2,0,2,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,4,2,0,1,0,1,0,4,0,0,11
145240120,0,6,0,13,4,6,5,4,0,13,4,5,2,0,0,0,6,6,2,1,1,0,0,6,5,2,0,1,0,3,4,0,1,1,0,0,1,0,0,0,0,8,6,1,207,2,0,1,3,0,0,3,1,0,1
145240140,0,1,0,1,0,8,2,0,0,4,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
145240150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,1
145240170,0,3,0,3,0,15,5,5,0,3,0,2,0,0,0,0,2,1,0,0,1,1,0,4,1,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,3,6,0,41,0,0,1,0,0,0,0,0,0,0
145240200,0,5,0,4,0,25,6,3,0,8,2,3,2,1,0,0,3,0,0,1,1,0,0,3,2,1,0,1,1,3,1,0,0,2,0,0,0,0,0,0,0,9,3,0,1,0,0,1,0,0,0,1,0,0,0
145240210,0,1,0,2,0,2,1,1,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,5,1,1,0,0,0,0,0,0,2,0,0,0
145240230,0,3,0,2,0,1,1,1,0,3,1,1,0,1,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0,0,1,1,0,0,0,0,0
145240250,0,3,0,3,0,5,4,13,0,7,3,3,1,0,0,0,2,1,0,1,0,0,0,2,1,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0
145240300,0,10,0,8,0,9,8,4,0,7,4,5,2,0,0,1,10,10,2,2,2,0,0,13,5,6,1,1,2,4,0,0,1,1,0,0,0,0,0,0,0,14,5,0,7,3,0,4,1,0,0,4,0,0,0
145240310,0,1,0,3,0,2,1,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,2,0,0,2
145240320,0,6,0,7,0,27,2,25,1,8,2,2,1,0,1,0,6,4,1,0,0,1,1,12,3,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,19,4,0,53,1,0,0,0,0,1,1,0,0,1
145240330,16,43,3,38,12,126,42,64,1,62,13,22,19,7,3,4,40,69,18,5,5,4,3,88,26,19,24,10,5,16,24,2,1,3,3,4,7,1,0,0,1,58,43,4,19,3,0,13,0,1,2,14,0,1,1
145245104,0,8,0,9,0,15,8,7,0,12,1,6,1,1,0,0,8,9,2,1,1,0,0,3,3,12,0,1,1,4,1,0,0,1,0,1,1,0,0,0,1,11,6,0,53,2,0,4,1,0,1,6,0,1,0
145245111,0,8,0,8,0,4,4,18,1,10,3,0,1,0,0,1,6,4,1,2,0,1,5,3,4,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,3,5,0,15,2,0,3,1,0,1,1,0,1,0
145245114,0,12,0,17,0,30,12,23,1,18,5,12,4,2,0,1,12,14,1,1,4,2,0,15,6,3,0,2,1,6,6,1,1,4,0,0,1,1,0,0,1,13,10,1,174,2,0,4,0,1,1,6,0,1,0
145245118,0,11,0,6,0,17,3,22,2,3,4,5,1,0,0,1,7,9,6,2,2,0,0,5,3,1,0,1,0,2,5,1,0,2,0,0,1,1,0,0,0,28,3,1,41,0,0,3,0,0,0,7,0,0,0
145245128,0,9,0,13,0,19,6,13,0,12,3,4,1,1,0,2,10,11,3,0,5,0,1,5,4,4,4,2,0,3,1,1,1,1,0,0,2,0,0,0,0,11,9,2,134,0,0,18,0,0,1,1,2,0,0
145245135,0,5,0,5,0,12,4,4,0,5,3,1,0,0,0,1,4,1,0,0,1,0,0,2,1,0,0,0,1,6,0,1,0,0,0,1,1,0,0,0,0,7,0,0,26,1,0,11,0,0,0,3,0,0,0
146120000,22,228,26,314,125,317,312,587,19,298,45,79,88,29,6,27,229,300,62,10,27,4,30,345,116,55,89,78,48,260,87,16,11,62,13,31,45,0,0,8,7,406,233,6,428,12,0,81,5,3,15,141,0,2,12
146250010,0,3,0,2,0,10,3,5,1,2,2,1,0,0,0,1,2,0,1,0,0,0,1,3,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,10,2,0,1,1,0,0,0,0,1,0
146250020,1,26,0,26,0,16,14,44,2,39,6,13,3,3,1,3,22,41,10,4,7,3,1,66,11,6,5,10,4,20,4,0,2,3,0,1,5,0,0,1,0,18,20,4,5,2,0,7,1,2,2,13,2,0,1
146250030,0,3,0,1,0,4,0,2,1,4,3,3,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,3,2,2,3,0,0,1,1,0,0,1,0,1,0
146250060,0,1,0,0,0,5,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
146250090,0,4,0,2,0,3,3,3,0,4,1,1,0,0,0,0,4,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,2,1,0,3,0,0,0,1,0,0,2
146250100,0,1,0,2,0,1,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
146250110,0,3,0,2,0,7,0,0,0,2,2,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0
146250120,0,1,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,0,1,0,0,0,0,1,2,1,1,4,0,2,0,0,0,6,2,0,4,0,0,5
146250130,0,2,0,0,0,1,1,6,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,4,0,0,0,1,0,0,0
146250150,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
146250160,0,1,0,0,0,0,1,3,1,5,0,2,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,2,1,0,13,0,0,2,3,0,0,1,0,0,0
146250200,0,2,0,4,0,2,7,4,0,7,1,3,0,0,0,1,6,3,2,1,1,0,0,4,2,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,2,0,2,1,0,1,1,0,0,1,0,0,0
146250220,0,0,0,1,0,3,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,3,0,3,1,0,2,1,1,0,0,0,0,4
146250230,0,2,0,2,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
146250240,0,16,1,12,0,5,22,11,0,17,2,7,3,1,1,3,15,19,3,1,4,0,2,10,8,5,0,2,2,15,6,0,1,3,1,3,1,0,0,0,2,22,17,6,48,2,0,15,0,1,1,5,0,2,2
146250250,2,16,0,5,0,8,4,12,0,7,2,4,1,0,0,0,8,15,3,1,6,0,1,11,4,2,1,0,1,2,2,1,0,0,0,0,2,0,0,0,1,13,8,5,5,0,0,12,1,0,1,5,0,1,1
146250280,0,2,0,5,0,6,1,4,0,3,0,2,0,0,0,0,2,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,2,2,1,0,0,5,1,1,0,1,0,0,0
146250290,0,1,0,1,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0,1,0,0,0
146250310,0,4,0,1,0,6,3,1,0,4,1,0,2,0,0,0,3,2,0,1,0,0,0,3,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,4
146250330,0,5,0,1,0,3,4,3,0,5,2,3,0,0,0,0,3,1,0,0,0,0,0,5,1,2,0,0,1,3,1,0,0,0,1,0,0,0,0,0,2,1,6,0,12,1,0,3,1,1,0,1,0,0,3
146250340,0,3,0,2,0,4,1,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,0,3,0,0,1,2,0,1,3,0,0,0
146250380,0,1,0,2,0,8,1,7,1,7,1,3,0,0,0,0,5,1,2,0,3,0,0,7,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0
146250420,0,2,0,0,0,2,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0
146250430,0,6,0,3,0,10,3,9,0,8,1,1,0,0,0,0,4,0,0,1,2,0,0,2,2,1,0,1,0,6,0,1,0,3,0,0,1,0,0,0,5,2,4,2,55,1,0,3,0,0,0,1,0,1,0
146250480,0,13,0,10,0,2,12,10,0,11,5,3,2,0,0,1,9,2,2,1,3,0,1,8,4,2,4,0,1,5,0,1,0,1,0,0,1,0,0,0,1,20,7,2,13,1,0,3,0,0,0,3,0,0,0
146250490,0,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,0,2,0,0,1,0,0,0,0,0,0,0
146250525,0,3,0,6,0,3,3,2,0,4,2,1,1,0,0,0,1,0,0,0,2,0,0,3,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,2,20,0,0,0,0,0,0,5,0,0,0
146250530,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0
146250550,0,3,0,2,0,5,3,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
146250560,0,3,0,2,0,5,3,1,0,7,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,3,5,0,22,1,0,5,1,2,0,4,0,0,0
146250570,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0,1,0,2,0,0,0
146250590,0,1,0,1,0,1,1,1,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0
146250600,0,2,0,1,0,6,5,1,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,8,0,2,2,1,0,2,0,1,0,0,0,0,0
146250610,0,3,0,3,0,13,2,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,11,1,0,1,0,0,7,0,0,1,0,0,1,0
146250630,0,4,0,3,0,8,0,7,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,1,1,3,0,0,0
146250640,0,2,0,5,0,5,2,2,0,4,1,1,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,2,3,0,2,1,0,1,0,0,0,2,0,0,1
146255207,1,6,0,2,0,8,7,8,0,10,1,10,3,0,0,2,8,6,2,1,4,1,0,3,4,1,0,2,4,4,2,1,0,1,0,0,1,0,0,0,2,12,3,3,5,1,0,9,0,0,0,3,0,2,0
146255211,0,2,0,1,0,6,2,8,0,3,1,2,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,4,0,0,0,1,0,0,0
146255212,0,2,0,2,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
146255218,0,4,0,3,0,1,1,4,0,8,2,3,1,0,0,0,5,3,0,0,1,0,0,2,2,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,5,5,4,0,14,0,0,1,0,1,0,0,0,0,20
146255223,0,1,0,1,0,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2,0,0,0,0
146255231,0,3,0,2,0,5,6,4,0,14,3,2,1,1,0,0,4,2,0,0,1,0,2,2,2,1,5,1,2,5,1,1,0,2,0,0,0,0,0,0,0,17,2,3,9,3,0,19,1,0,0,4,0,0,0
146255501,0,5,0,4,0,6,7,2,0,8,1,3,3,4,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,5,2,3,1,0,0,3,2,0,3,2,0,0,2
146260060,0,4,0,4,0,0,1,1,0,3,2,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0,1,0,2,0,0,1,0,0,1,2,5,1,1,5,1,0,6,2,0,0,4,0,1,1
